R=3,3,3,3,4,4,4,5,5,5,6,6,6,7,7,7,8,8,8,9,9,9,10,10,10,20,20,20,30,30,30,40,40,40,50,50,50,60,60,60,70,70,70,80,80,80
2,0.710560768,409,2,0.136143986,409,2,0.16129095,409,2,0.183384504,409,2,0.658837156,409,2,0.055491742,409,2,0.344982613,409,2,0.069502465,409,2,0.037611716,409,2,0.169898679,409,2,0.017150144,409,2,0.107730673,409,2,0.200122483,409,2,0.564742849,409,2,0.655176651,409,2
3,0.572474815,409,3,0.051042175,409,3,0.02276901,409,3,0.14891613,409,3,0.44500938,409,3,0.85789173,408,2,0.05356692,408,2,0.061859988,408,2,0.037643935,408,2,0.121901391,408,2,0.077551569,409,3,0.127904715,407,2,0.157015808,409,3,0.256849161,409,3,0.659592925,407,2
4,0.189733101,409,4,0.066353327,409,4,0.035304926,409,4,0.114703286,409,4,0.520474253,409,4,0.035352945,408,3,0.023563424,408,3,0.157107964,408,3,0.037592943,408,3,0.180047973,407,2,0.159231916,407,3,0.329017366,407,3,0.156986008,408,3,0.268470748,408,3,0.10304197,407,3
5,0.308285938,409,5,0.059003409,409,5,0.085561911,409,5,0.246376778,409,5,0.815836589,409,5,0.147046914,408,4,0.005273646,408,4,0.230723804,408,4,0.202781513,407,3,0.63417133,407,3,0.171991716,406,3,0.357223019,408,4,0.092417745,407,3,0.59890415,407,3,0.766009741,406,3
6,0.21858965,409,6,0.12385625,409,6,0.149738887,409,6,0.292880898,409,6,0.451406502,409,6,0.03634462,408,5,0.045907233,408,5,0.215762515,408,5,0.046415263,407,4,0.329341939,405,2,0.285661836,407,4,0.167961015,404,3,0.193018759,404,2,0.334699366,406,3,0.403718413,404,3
7,0.230531483,409,7,0.069526176,409,7,0.146090437,409,7,0.310124653,409,7,0.667759259,407,6,0.011605899,407,5,0.00320063,408,6,0.301474396,407,5,0.608459568,407,5,0.027464585,405,4,0.356392117,406,4,0.10251652,403,3,0.632859877,405,4,0.138057449,406,4,0.991359571,405,4
8,0.618892449,409,8,0.062418856,409,8,0.122156964,409,8,0.061306586,409,8,0.945092612,407,7,0.173171948,408,7,0.003228785,406,6,0.256563377,407,6,0.107462926,406,5,0.649066631,403,3,0.090378544,405,4,0.067362963,402,4,0.52918864,403,3,0.149533878,404,4,0.276560924,404,4
9,0.52983478,409,9,0.068706803,409,9,0.183042715,409,9,0.091835001,408,8,0.946592233,405,7,0.173940913,407,7,0.010490199,406,7,0.285720469,407,7,0.095426964,406,6,0.04820456,404,4,0.007602599,405,5,0.131505675,403,5,0.423224028,401,4,0.487838266,404,4,0.827223264,404,5
10,0.431824126,409,10,0.055974966,409,10,0.156579187,407,9,0.066500621,408,9,0.974570485,405,8,0.335263582,407,8,0.007119531,405,7,0.079897584,407,8,0.606965806,405,6,0.331368129,403,4,0.131419762,404,5,0.283558051,401,5,0.565017668,402,5,0.439692408,404,5,0.955322925,402,5
11,0.459667128,409,11,0.090965237,409,11,0.126482764,409,11,0.125838207,408,10,0.482338457,405,9,0.145973053,407,9,0.020432872,405,8,0.127056406,407,9,0.274736497,405,7,0.861849267,403,5,0.053655842,403,5,0.226304296,402,5,0.766137263,401,5,0.781454865,401,4,0.658892976,401,5
12,0.287957688,409,12,0.035689861,409,12,0.002136584,409,12,0.076215547,408,11,0.906817053,405,10,0.211343793,407,10,0.026577593,405,9,0.127744701,407,10,0.602991717,404,7,0.98163668,401,4,0.226022446,402,5,0.515123566,399,5,0.959459558,400,5,0.795222953,401,5,0.483367473,401,5
13,0.895915881,409,13,0.047883051,409,13,0.001743253,407,12,0.093072169,408,12,0.85220276,405,11,0.120203108,407,11,0.167841635,405,10,0.173752211,407,11,0.773808069,404,8,0.463430101,401,5,0.056975905,402,6,0.212773145,398,5,0.706047845,399,5,0.983424613,398,5,0.553967755,397,5
14,0.956043192,409,14,0.097904085,409,14,0.005891477,407,13,0.115062319,408,13,0.797401377,404,11,0.326737781,407,12,0.205043312,405,11,0.078632138,407,12,0.850120624,402,8,0.338629552,399,4,0.495003974,400,5,0.332026343,397,5,0.721428417,398,5,0.58729619,399,6,0.363373413,400,6
15,0.956539721,408,14,0.07497798,409,15,0.003246212,407,14,0.15199678,408,14,0.759845686,402,11,0.059610265,407,13,0.151660408,405,12,0.07005767,407,13,0.69633504,401,8,0.011430874,399,5,0.138185694,398,5,0.127757578,399,7,0.728327628,399,6,0.538033748,397,5,0.81926684,396,6